ObjectID,Category,Era,Set,Country of Origin,Attachment Feature,Firearm Action,Firearm Feed Option,Firing Modes,Firearm Mounts,Attachment Mount,Round Power,Size,Melee Handedness,Melee Style,Powerup Type,Thrown Damage Type,Thrown Type
SosigAccessory_Common_Bandana_Paisley_Yellow,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Plain_Black,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Plain_Blue,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Plain_Brown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Plain_Green,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Plain_Grey,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Plain_Purple,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Plain_Red,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Plain_Tan,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Plain_Yellow,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Tartan_Black,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Tartan_Blue,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Tartan_Brown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Tartan_Green,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Tartan_Grey,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Tartan_Purple,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Tartan_Red,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Tartan_Tan,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Bandana_Tartan_Yellow,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_SafteyGoggles,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigChristmasScarf1,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigChristmasScarf2,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigChristmasScarf3,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigAccessory_Common_ChristmasSweater1,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigAccessory_Common_ChristmasSweater2,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigAccessory_Common_Elf_Body,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_FootballPads_BeefKickers,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_FootballPads_HamFisters,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_MedievalCowl_Body,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_Flowers_BabyBlue,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_Flowers_Lilac,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_Flowers_Rose,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_Flowers_Yellow,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_HotDogs,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_Polkadots,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_SingleColor_Black,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_SingleColor_Brown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_SingleColor_Lime,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_SingleColor_Orange,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_SingleColor_Ultramarine,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_SingleColor_Violet,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_SingleColor_White,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_SingleColor_Yellow,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_Squares_Blue,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Blouse_Squares_Red,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Cloche_Black,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Cloche_Cream,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Cloche_Daisy,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Cloche_Lilac,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Cloche_SkyBlue,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Common_Cloche_White,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigGlassesAngular,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigGlassesChic,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigGlassesHipster,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigGlassesLibrarian,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigGlassesOwl,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigGlassesRectangular,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigGlassesRound,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigGlassesSpectacles,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigGlassesSpectaclesSmall,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualHoodieHoodDownBlack,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodDownBlue,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodDownCream,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodDownForest,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodDownGreen,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodDownLavendar,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodDownMustard,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodDownOlive,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodDownPeach,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodDownRed,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodDownWhite,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodDownYellow,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadBlack,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadBlue,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadCream,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadForest,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadGreen,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadLavendar,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadMustard,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadOlive,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadPeach,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadRed,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadWhite,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpHeadYellow,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoBlack,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoBlue,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoCream,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoForest,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoGreen,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoLavendar,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoMustard,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoOlive,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoPeach,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoRed,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoWhite,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualHoodieHoodUpTorsoYellow,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigAccessory_MountainMeat_Jacket_Black,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_MountainMeat_Jacket_Brown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_MountainMeat_Jacket_Flannel,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_MountainMeat_Jacket_Green,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_MountainMeat_Jacket_Jean,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_MountainMeat_Jacket_Orange,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualChickenWingHat,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBaconRodsDover,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBaconRodsPound,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBaconRodsRider,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBaconRodsWobble,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBeefkickersHarder,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBeefkickersHickey,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBeefkickersHogg,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBeefkickersHolder,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBonecoastersDick,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBonecoastersGoodhead,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBonecoastersKok,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyBonecoastersShlapp,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyDingDongsCummings,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyDingDongsFokker,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyDingDongsHardman,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyDingDongsPigg,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyHamfistersSax,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyHamfistersShagwell,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyHamfistersThicc,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyHamfistersTrickle,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyPorksiclesBoingle,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyPorksiclesBuulge,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyPorksiclesThwapper,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyPorksiclesWiggle,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyTubesteaksButts,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyTubesteaksRhammar,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyTubesteaksStroker,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyTubesteaksWiener,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyWingsAllen,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyWingsHandy,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyWingsPointer,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualJerseyWingsSlick,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigCasualOverallsAbdoBlack,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualOverallsAbdoBrown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualOverallsAbdoJeans,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualOverallsAbdoPlumber,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualOverallsAbdoTan,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualOverallsAbdoUmber,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualOverallsLegBlack,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualOverallsLegBrown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualOverallsLegJeans,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigCasualOverallsLegPlumber,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
